hostId,cpuCapacity,freeCpu,memCapacity,freeMem
5,0.5,0.28125,0.2493,0.04165
6,0.5,0.03381,0.2493,0.012
7,0.5,0.00245,0.2493,0.0431
10,0.5,0.28125,0.2493,0.04165
13,0.5,0.27814,0.2493,0.03542
14,0.5,0.03064,0.2493,0.033292
19,0.5,0.2781,0.2493,0.033
21,0.5,0.25,0.2493,0.03527
23,0.5,0.21936,0.2493,0.02501
25,0.5,0.22502,0.2493,0.025914
26,0.5,0.125,0.2493,0.19449
27,0.5,0.21936,0.2493,0.02501
28,0.5,0.13059,0.2493,0.02627
36,0.5,0.14499,0.2493,0.01749
37,0.5,0.1344,0.2493,0.0303
38,0.5,0.16122,0.2493,0.01432
39,0.5,0.132,0.2493,0.02127
41,0.5,0.2781,0.2493,0.033
43,0.5,0.0712,0.2493,0.01027
45,0.5,0.25,0.2493,0.03527
46,0.5,0.13059,0.2493,0.01364
49,0.5,0.0812,0.2493,0.00722
52,0.5,0.3118,0.2493,0.0489
54,0.5,0.1218,0.2493,0.00748
56,0.5,0.11877,0.2493,0.01454
60,0.5,0.13623,0.2493,0.02455
61,0.5,0.21245,0.2493,0.03272
62,0.5,0.05615,0.2493,0.01078
63,0.5,0.09743,0.2493,0.02194
67,0.5,0.28125,0.2493,0.0378
68,0.5,0.28125,0.2493,0.04165
72,0.5,0.3118,0.2493,0.0489
73,0.5,0.11254,0.2493,0.01505
74,0.5,0.16122,0.2493,0.01822
75,0.5,0.20496,0.2493,0.02738
121306,0.5,0.02703,0.2493,0.034785
243096,0.5,0.1362,0.2493,0.00257
381113,0.5,0.05002,0.4995,0.032143
381126,0.5,0.19235,0.4995,0.0344
381128,0.5,0.18435,0.4995,0.0764
381129,0.5,0.25,0.4995,0.0698
381133,0.5,0.15189,0.4995,0.401893
381139,0.5,0.03128,0.4995,0.1083
381227,0.5,0.10739,0.4995,0.05114
381233,0.5,0.25,0.4995,0.0698
381234,0.5,0.05435,0.4995,0.155893
381235,0.5,0.15308,0.4995,0.403077
381236,0.5,0.05004,0.4995,0.104022
381352,0.5,0.12183,0.4995,0.36775
381361,0.5,0.13118,0.2493,0.00653
381364,0.5,0.07813,0.4995,0.20335
381365,0.5,0.10626,0.4995,0.268341
381368,0.5,0.05627,0.4995,0.12664
381369,0.5,0.08635,0.4995,0.18734
381370,0.5,0.19235,0.4995,0.0344
381371,0.5,0.19235,0.4995,0.0344
381374,0.5,0.19235,0.4995,0.0344
