tid,jid,cpuReq,memReq,priority,couldCreateServer
1048,6476563684,0.06873,0.01193,0,false
1049,6476563684,0.06873,0.01193,0,false
1050,6476563684,0.06873,0.01193,0,false
1051,6476563684,0.06873,0.01193,0,false
1052,6476563684,0.06873,0.01193,0,false
1053,6476563684,0.06873,0.01193,0,false
1054,6476563684,0.06873,0.01193,0,false
1055,6476563684,0.06873,0.01193,0,false
1056,6476563684,0.06873,0.01193,0,false
1057,6476563684,0.06873,0.01193,0,false
1058,6476563684,0.06873,0.01193,0,false
1059,6476563684,0.06873,0.01193,0,false
1060,6476563684,0.06873,0.01193,0,false
1061,6476563684,0.06873,0.01193,0,false
1062,6476563684,0.06873,0.01193,0,false
1063,6476563684,0.06873,0.01193,0,false
1064,6476563684,0.06873,0.01193,0,false
1065,6476563684,0.06873,0.01193,0,false
1066,6476563684,0.06873,0.01193,0,false
1067,6476563684,0.06873,0.01193,0,false
1068,6476563684,0.06873,0.01193,0,false
1069,6476563684,0.06873,0.01193,0,false
1070,6476563684,0.06873,0.01193,0,false
1071,6476563684,0.06873,0.01193,0,false
1072,6476563684,0.06873,0.01193,0,false
1073,6476563684,0.06873,0.01193,0,false
1074,6476563684,0.06873,0.01193,0,false
1075,6476563684,0.06873,0.01193,0,false
1076,6476563684,0.06873,0.01193,0,false
1077,6476563684,0.06873,0.01193,0,false
1078,6476563684,0.06873,0.01193,0,false
1079,6476563684,0.06873,0.01193,0,false
1080,6476563684,0.06873,0.01193,0,false
1081,6476563684,0.06873,0.01193,0,false
1082,6476563684,0.06873,0.01193,0,false
1083,6476563684,0.06873,0.01193,0,false
1084,6476563684,0.06873,0.01193,0,false
1085,6476563684,0.06873,0.01193,0,false
1086,6476563684,0.06873,0.01193,0,false
1087,6476563684,0.06873,0.01193,0,false
1088,6476563684,0.06873,0.01193,0,false
1089,6476563684,0.06873,0.01193,0,false
1090,6476563684,0.06873,0.01193,0,false
1091,6476563684,0.06873,0.01193,0,false
1092,6476563684,0.06873,0.01193,0,false
1093,6476563684,0.06873,0.01193,0,false
1094,6476563684,0.06873,0.01193,0,false
1095,6476563684,0.06873,0.01193,0,false
1096,6476563684,0.06873,0.01193,0,false
1097,6476563684,0.06873,0.01193,0,false
1098,6476563684,0.06873,0.01193,0,false
1099,6476563684,0.06873,0.01193,0,false
1100,6476563684,0.06873,0.01193,0,false
1101,6476563684,0.06873,0.01193,0,false
1102,6476563684,0.06873,0.01193,0,false
1103,6476563684,0.06873,0.01193,0,false
1104,6476563684,0.06873,0.01193,0,false
1105,6476563684,0.06873,0.01193,0,false
1106,6476563684,0.06873,0.01193,0,false
1107,6476563684,0.06873,0.01193,0,false
1108,6476563684,0.06873,0.01193,0,false
1109,6476563684,0.06873,0.01193,0,false
1110,6476563684,0.06873,0.01193,0,false
1111,6476563684,0.06873,0.01193,0,false
1112,6476563684,0.06873,0.01193,0,false
1113,6476563684,0.06873,0.01193,0,false
1114,6476563684,0.06873,0.01193,0,false
1115,6476563684,0.06873,0.01193,0,false
1116,6476563684,0.06873,0.01193,0,false
1117,6476563684,0.06873,0.01193,0,false
1118,6476563684,0.06873,0.01193,0,false
1119,6476563684,0.06873,0.01193,0,false
1120,6476563684,0.06873,0.01193,0,false
1121,6476563684,0.06873,0.01193,0,false
1122,6476563684,0.06873,0.01193,0,false
1123,6476563684,0.06873,0.01193,0,false
1124,6476563684,0.06873,0.01193,0,false
1125,6476563684,0.06873,0.01193,0,false
1126,6476563684,0.06873,0.01193,0,false
1127,6476563684,0.06873,0.01193,0,false
1128,6476563684,0.06873,0.01193,0,false
1129,6476563684,0.06873,0.01193,0,false
1130,6476563684,0.06873,0.01193,0,false
1131,6476563684,0.06873,0.01193,0,false
1132,6476563684,0.06873,0.01193,0,false
1133,6476563684,0.06873,0.01193,0,false
1134,6476563684,0.06873,0.01193,0,false
1135,6476563684,0.06873,0.01193,0,false
