hostId,cpuCapacity,freeCpu,memCapacity,freeMem
5,0.5,0.0625,0.2493,0.0044
6,0.5,0.125,0.2493,0.00441
7,0.5,0.12123,0.2493,0.00121
10,0.5,0.1419406,0.2493,0.034535
13,0.5,0.09375,0.2493,0.14313
14,0.5,0.21245,0.2493,0.02399
19,0.5,0.3118,0.2493,0.0489
21,0.5,0.28125,0.2493,0.04165
23,0.5,0.065011,0.2493,0.021
25,0.5,0.28125,0.2493,0.04165
26,0.5,0.3118,0.2493,0.0489
27,0.5,0.125,0.2493,0.00441
28,0.5,0.28125,0.2493,0.04165
36,0.5,0.11877,0.2493,0.02042
37,0.5,0.287512,0.2493,0.062516
38,0.5,0.27502,0.2493,0.05682
39,0.5,0.0374,0.2493,0.016304
41,0.5,0.0625,0.2493,0.2294
43,0.5,0.25061,0.2493,0.04679
45,0.5,0.25,0.2493,0.03657
46,0.5,0.25623,0.2493,0.0378
49,0.5,0.28125,0.2493,0.04165
52,0.5,0.125,0.2493,0.00441
54,0.5,0.08752,0.2493,0.00351
56,0.5,0.25,0.2493,0.03804
60,0.5,0.16122,0.2493,0.01822
61,0.5,0.125,0.2493,0.17929
62,0.5,0.1187,0.2493,0.0247
63,0.5,0.28125,0.2493,0.04165
67,0.5,0.28125,0.2493,0.0378
68,0.5,0.25,0.2493,0.03527
72,0.5,0.25,0.2493,0.03527
73,0.5,0.09561,0.2493,0.01677
74,0.5,0.1125,0.2493,0.146133
75,0.5,0.04938,0.2493,0.022981
121306,0.5,0.26251,0.2493,0.02504
243096,0.5,0.09561,0.2493,0.0208
381113,0.5,0.04366,0.4995,0.13016
381126,0.5,0.07324,0.4995,0.00891
381128,0.5,0.15002,0.4995,0.461482
381129,0.5,0.04376,0.4995,0.147841
381133,0.5,0.0719,0.4995,0.20036
381139,0.5,0.08875,0.4995,0.31164
381227,0.5,0.09376,0.4995,0.199951
381233,0.5,0.19235,0.4995,0.0185
381234,0.5,0.125,0.4995,0.3309
381235,0.5,0.0743,0.4995,0.18544
381236,0.5,0.04065,0.4995,0.12777
381352,0.5,0.10315,0.4995,0.29155
381361,0.5,0.24617,0.2493,0.03775
381364,0.5,0.08129,0.4995,0.23589
381365,0.5,0.07239,0.4995,0.23379
381368,0.5,0.07812,0.4995,0.302417
381369,0.5,0.11877,0.4995,0.33427
381370,0.5,0.0589,0.4995,0.222741
381371,0.5,0.19235,0.4995,0.0185
381374,0.5,0.12495,0.4995,0.06681
381378,0.5,0.09237,0.4995,0.277843
381381,0.5,0.0644,0.4995,0.211781
381384,0.5,0.08362,0.4995,0.241691
381386,0.5,0.06567,0.4995,0.03017
381389,0.5,0.04305,0.4995,0.03461
410692,0.5,0.104218,0.4995,0.29403
410695,0.5,0.08129,0.4995,0.214681
418535,0.5,0.1211,0.4995,0.35815
418536,0.5,0.120062,0.4995,0.232663
418547,0.5,0.068102,0.4995,0.021474
418548,0.5,0.06507,0.4995,0.2206
418549,0.5,0.05004,0.4995,0.101611
418551,0.5,0.11877,0.4995,0.361847
418552,0.5,0.1125,0.4995,0.316733
