tid,jid,cpuReq,memReq,priority
1850,6404840969,0.125,0.1272,0
1851,6404840969,0.125,0.1272,0
1852,6404840969,0.125,0.1272,0
1853,6404840969,0.125,0.1272,0
1854,6404840969,0.125,0.1272,0
1855,6404840969,0.125,0.1272,0
1856,6404840969,0.125,0.1272,0
1857,6404840969,0.125,0.1272,0
1858,6404840969,0.125,0.1272,0
1859,6404840969,0.125,0.1272,0
1860,6404840969,0.125,0.1272,0
1861,6404840969,0.125,0.1272,0
1862,6404840969,0.125,0.1272,0
1863,6404840969,0.125,0.1272,0
1864,6404840969,0.125,0.1272,0
1865,6404840969,0.125,0.1272,0
1866,6404840969,0.125,0.1272,0
1867,6404840969,0.125,0.1272,0
1868,6404840969,0.125,0.1272,0
1869,6404840969,0.125,0.1272,0
1870,6404840969,0.125,0.1272,0
1871,6404840969,0.125,0.1272,0
1872,6404840969,0.125,0.1272,0
1873,6404840969,0.125,0.1272,0
1874,6404840969,0.125,0.1272,0
1875,6404840969,0.125,0.1272,0
1876,6404840969,0.125,0.1272,0
1877,6404840969,0.125,0.1272,0
1878,6404840969,0.125,0.1272,0
1879,6404840969,0.125,0.1272,0
1880,6404840969,0.125,0.1272,0
1881,6404840969,0.125,0.1272,0
1882,6404840969,0.125,0.1272,0
1883,6404840969,0.125,0.1272,0
1884,6404840969,0.125,0.1272,0
1885,6404840969,0.125,0.1272,0
1886,6404840969,0.125,0.1272,0
1887,6404840969,0.125,0.1272,0
1888,6404840969,0.125,0.1272,0
1889,6404840969,0.125,0.1272,0
1890,6404840969,0.125,0.1272,0
1891,6404840969,0.125,0.1272,0
1892,6404840969,0.125,0.1272,0
1893,6404840969,0.125,0.1272,0
1894,6404840969,0.125,0.1272,0
1895,6404840969,0.125,0.1272,0
1896,6404840969,0.125,0.1272,0
1897,6404840969,0.125,0.1272,0
1898,6404840969,0.125,0.1272,0
1899,6404840969,0.125,0.1272,0
1900,6404840969,0.125,0.1272,0
1901,6404840969,0.125,0.1272,0
1902,6404840969,0.125,0.1272,0
1903,6404840969,0.125,0.1272,0
1904,6404840969,0.125,0.1272,0
1905,6404840969,0.125,0.1272,0
1906,6404840969,0.125,0.1272,0
1907,6404840969,0.125,0.1272,0
1908,6404840969,0.125,0.1272,0
1909,6404840969,0.125,0.1272,0
1910,6404840969,0.125,0.1272,0
1911,6404840969,0.125,0.1272,0
1912,6404840969,0.125,0.1272,0
1913,6404840969,0.125,0.1272,0
1914,6404840969,0.125,0.1272,0
1915,6404840969,0.125,0.1272,0
1916,6404840969,0.125,0.1272,0
1917,6404840969,0.125,0.1272,0
1918,6404840969,0.125,0.1272,0
1919,6404840969,0.125,0.1272,0
1920,6404840969,0.125,0.1272,0
1921,6404840969,0.125,0.1272,0
1922,6404840969,0.125,0.1272,0
1923,6404840969,0.125,0.1272,0
1924,6404840969,0.125,0.1272,0
1925,6404840969,0.125,0.1272,0
1926,6404840969,0.125,0.1272,0
1927,6404840969,0.125,0.1272,0
1928,6404840969,0.125,0.1272,0
1929,6404840969,0.125,0.1272,0
1930,6404840969,0.125,0.1272,0
1931,6404840969,0.125,0.1272,0
1932,6404840969,0.125,0.1272,0
1933,6404840969,0.125,0.1272,0
1934,6404840969,0.125,0.1272,0
1935,6404840969,0.125,0.1272,0
1936,6404840969,0.125,0.1272,0
1937,6404840969,0.125,0.1272,0
1938,6404840969,0.125,0.1272,0
1939,6404840969,0.125,0.1272,0
1940,6404840969,0.125,0.1272,0
1941,6404840969,0.125,0.1272,0
1942,6404840969,0.125,0.1272,0
1943,6404840969,0.125,0.1272,0
1944,6404840969,0.125,0.1272,0
1945,6404840969,0.125,0.1272,0
1946,6404840969,0.125,0.1272,0
1947,6404840969,0.125,0.1272,0
1948,6404840969,0.125,0.1272,0
1949,6404840969,0.125,0.1272,0
1950,6404840969,0.125,0.1272,0
1951,6404840969,0.125,0.1272,0
1952,6404840969,0.125,0.1272,0
1953,6404840969,0.125,0.1272,0
1954,6404840969,0.125,0.1272,0
1955,6404840969,0.125,0.1272,0
1956,6404840969,0.125,0.1272,0
1957,6404840969,0.125,0.1272,0
1958,6404840969,0.125,0.1272,0
1959,6404840969,0.125,0.1272,0
1960,6404840969,0.125,0.1272,0
1961,6404840969,0.125,0.1272,0
1962,6404840969,0.125,0.1272,0
1963,6404840969,0.125,0.1272,0
1964,6404840969,0.125,0.1272,0
1965,6404840969,0.125,0.1272,0
1966,6404840969,0.125,0.1272,0
1967,6404840969,0.125,0.1272,0
1968,6404840969,0.125,0.1272,0
1969,6404840969,0.125,0.1272,0
1970,6404840969,0.125,0.1272,0
1971,6404840969,0.125,0.1272,0
1972,6404840969,0.125,0.1272,0
1973,6404840969,0.125,0.1272,0
1974,6404840969,0.125,0.1272,0
1975,6404840969,0.125,0.1272,0
1976,6404840969,0.125,0.1272,0
1977,6404840969,0.125,0.1272,0
1978,6404840969,0.125,0.1272,0
1979,6404840969,0.125,0.1272,0
1980,6404840969,0.125,0.1272,0
1981,6404840969,0.125,0.1272,0
1982,6404840969,0.125,0.1272,0
1983,6404840969,0.125,0.1272,0
1984,6404840969,0.125,0.1272,0
1985,6404840969,0.125,0.1272,0
1986,6404840969,0.125,0.1272,0
