tid,jid,cpuReq,memReq,priority,couldCreateServer
7,4707865726,0.0625,0.01746,0,true
10,4707865726,0.0625,0.01746,0,true
11,4707865726,0.0625,0.01746,0,true
13,4707865726,0.0625,0.01746,0,true
15,4707865726,0.0625,0.01746,0,true
17,4707865726,0.0625,0.01746,0,true
19,4707865726,0.0625,0.01746,0,true
20,4707865726,0.0625,0.01746,0,true
21,4707865726,0.0625,0.01746,0,true
24,4707865726,0.0625,0.01746,0,true
27,4707865726,0.0625,0.01746,0,true
29,4707865726,0.0625,0.01746,0,true
30,4707865726,0.0625,0.01746,0,true
31,4707865726,0.0625,0.01746,0,true
33,4707865726,0.0625,0.01746,0,true
35,4707865726,0.0625,0.01746,0,true
44,4707865726,0.0625,0.01746,0,true
48,4707865726,0.0625,0.01746,0,true
49,4707865726,0.0625,0.01746,0,true
53,4707865726,0.0625,0.01746,0,true
61,4707865726,0.0625,0.01746,0,true
63,4707865726,0.0625,0.01746,0,true
65,4707865726,0.0625,0.01746,0,true
68,4707865726,0.0625,0.01746,0,true
69,4707865726,0.0625,0.01746,0,true
70,4707865726,0.0625,0.01746,0,true
73,4707865726,0.0625,0.01746,0,true
75,4707865726,0.0625,0.01746,0,true
76,4707865726,0.0625,0.01746,0,true
78,4707865726,0.0625,0.01746,0,true
80,4707865726,0.0625,0.01746,0,true
83,4707865726,0.0625,0.01746,0,true
85,4707865726,0.0625,0.01746,0,true
88,4707865726,0.0625,0.01746,0,true
89,4707865726,0.0625,0.01746,0,true
95,4707865726,0.0625,0.01746,0,true
96,4707865726,0.0625,0.01746,0,true
