tid,jid,cpuReq,memReq,priority,couldCreateServer
128,5950830609,0.125,0.03198,2,false
129,5950830609,0.125,0.03198,2,false
130,5950830609,0.125,0.03198,2,false
131,5950830609,0.125,0.03198,2,false
132,5950830609,0.125,0.03198,2,false
133,5950830609,0.125,0.03198,2,false
134,5950830609,0.125,0.03198,2,false
135,5950830609,0.125,0.03198,2,false
136,5950830609,0.125,0.03198,2,false
137,5950830609,0.125,0.03198,2,false
138,5950830609,0.125,0.03198,2,false
139,5950830609,0.125,0.03198,2,false
140,5950830609,0.125,0.03198,2,false
141,5950830609,0.125,0.03198,2,false
142,5950830609,0.125,0.03198,2,false
143,5950830609,0.125,0.03198,2,false
144,5950830609,0.125,0.03198,2,false
145,5950830609,0.125,0.03198,2,false
146,5950830609,0.125,0.03198,2,false
147,5950830609,0.125,0.03198,2,false
148,5950830609,0.125,0.03198,2,false
149,5950830609,0.125,0.03198,2,false
150,5950830609,0.125,0.03198,2,false
151,5950830609,0.125,0.03198,2,false
152,5950830609,0.125,0.03198,2,false
153,5950830609,0.125,0.03198,2,false
154,5950830609,0.125,0.03198,2,false
155,5950830609,0.125,0.03198,2,false
156,5950830609,0.125,0.03198,2,false
157,5950830609,0.125,0.03198,2,false
158,5950830609,0.125,0.03198,2,false
159,5950830609,0.125,0.03198,2,false
160,5950830609,0.125,0.03198,2,false
161,5950830609,0.125,0.03198,2,false
162,5950830609,0.125,0.03198,2,false
163,5950830609,0.125,0.03198,2,false
164,5950830609,0.125,0.03198,2,false
165,5950830609,0.125,0.03198,2,false
166,5950830609,0.125,0.03198,2,false
167,5950830609,0.125,0.03198,2,false
168,5950830609,0.125,0.03198,2,false
169,5950830609,0.125,0.03198,2,false
170,5950830609,0.125,0.03198,2,false
171,5950830609,0.125,0.03198,2,false
172,5950830609,0.125,0.03198,2,false
173,5950830609,0.125,0.03198,2,false
174,5950830609,0.125,0.03198,2,false
175,5950830609,0.125,0.03198,2,false
176,5950830609,0.125,0.03198,2,false
177,5950830609,0.125,0.03198,2,false
178,5950830609,0.125,0.03198,2,false
179,5950830609,0.125,0.03198,2,false
180,5950830609,0.125,0.03198,2,false
181,5950830609,0.125,0.03198,2,false
182,5950830609,0.125,0.03198,2,false
183,5950830609,0.125,0.03198,2,false
184,5950830609,0.125,0.03198,2,false
185,5950830609,0.125,0.03198,2,false
186,5950830609,0.125,0.03198,2,false
187,5950830609,0.125,0.03198,2,false
188,5950830609,0.125,0.03198,2,false
189,5950830609,0.125,0.03198,2,false
190,5950830609,0.125,0.03198,2,false
191,5950830609,0.125,0.03198,2,false
192,5950830609,0.125,0.03198,2,false
193,5950830609,0.125,0.03198,2,false
194,5950830609,0.125,0.03198,2,false
195,5950830609,0.125,0.03198,2,false
196,5950830609,0.125,0.03198,2,false
197,5950830609,0.125,0.03198,2,false
198,5950830609,0.125,0.03198,2,false
199,5950830609,0.125,0.03198,2,false
200,5950830609,0.125,0.03198,2,false
201,5950830609,0.125,0.03198,2,false
202,5950830609,0.125,0.03198,2,false
203,5950830609,0.125,0.03198,2,false
204,5950830609,0.125,0.03198,2,false
205,5950830609,0.125,0.03198,2,false
206,5950830609,0.125,0.03198,2,false
207,5950830609,0.125,0.03198,2,false
208,5950830609,0.125,0.03198,2,false
209,5950830609,0.125,0.03198,2,false
210,5950830609,0.125,0.03198,2,false
211,5950830609,0.125,0.03198,2,false
212,5950830609,0.125,0.03198,2,false
213,5950830609,0.125,0.03198,2,false
214,5950830609,0.125,0.03198,2,false
215,5950830609,0.125,0.03198,2,false
216,5950830609,0.125,0.03198,2,false
217,5950830609,0.125,0.03198,2,false
218,5950830609,0.125,0.03198,2,false
219,5950830609,0.125,0.03198,2,false
220,5950830609,0.125,0.03198,2,false
221,5950830609,0.125,0.03198,2,false
222,5950830609,0.125,0.03198,2,false
223,5950830609,0.125,0.03198,2,false
224,5950830609,0.125,0.03198,2,false
225,5950830609,0.125,0.03198,2,false
226,5950830609,0.125,0.03198,2,false
227,5950830609,0.125,0.03198,2,false
228,5950830609,0.125,0.03198,2,false
229,5950830609,0.125,0.03198,2,false
230,5950830609,0.125,0.03198,2,false
231,5950830609,0.125,0.03198,2,false
232,5950830609,0.125,0.03198,2,false
233,5950830609,0.125,0.03198,2,false
234,5950830609,0.125,0.03198,2,false
235,5950830609,0.125,0.03198,2,false
236,5950830609,0.125,0.03198,2,false
237,5950830609,0.125,0.03198,2,false
238,5950830609,0.125,0.03198,2,false
239,5950830609,0.125,0.03198,2,false
240,5950830609,0.125,0.03198,2,false
241,5950830609,0.125,0.03198,2,false
242,5950830609,0.125,0.03198,2,false
243,5950830609,0.125,0.03198,2,false
244,5950830609,0.125,0.03198,2,false
245,5950830609,0.125,0.03198,2,false
246,5950830609,0.125,0.03198,2,false
247,5950830609,0.125,0.03198,2,false
248,5950830609,0.125,0.03198,2,false
249,5950830609,0.125,0.03198,2,false
0,6239010113,0.125,0.02863,2,false
1,6239010113,0.125,0.02863,2,false
2,6239010113,0.125,0.02863,2,false
3,6239010113,0.125,0.02863,2,false
4,6239010113,0.125,0.02863,2,false
5,6239010113,0.125,0.02863,2,false
6,6239010113,0.125,0.02863,2,false
7,6239010113,0.125,0.02863,2,false
8,6239010113,0.125,0.02863,2,false
9,6239010113,0.125,0.02863,2,false
10,6239010113,0.125,0.02863,2,false
11,6239010113,0.125,0.02863,2,false
12,6239010113,0.125,0.02863,2,false
13,6239010113,0.125,0.02863,2,false
14,6239010113,0.125,0.02863,2,false
15,6239010113,0.125,0.02863,2,false
16,6239010113,0.125,0.02863,2,false
17,6239010113,0.125,0.02863,2,false
18,6239010113,0.125,0.02863,2,false
19,6239010113,0.125,0.02863,2,false
20,6239010113,0.125,0.02863,2,false
21,6239010113,0.125,0.02863,2,false
22,6239010113,0.125,0.02863,2,false
23,6239010113,0.125,0.02863,2,false
24,6239010113,0.125,0.02863,2,false
25,6239010113,0.125,0.02863,2,false
26,6239010113,0.125,0.02863,2,false
27,6239010113,0.125,0.02863,2,false
28,6239010113,0.125,0.02863,2,false
29,6239010113,0.125,0.02863,2,false
30,6239010113,0.125,0.02863,2,false
31,6239010113,0.125,0.02863,2,false
32,6239010113,0.125,0.02863,2,false
33,6239010113,0.125,0.02863,2,false
34,6239010113,0.125,0.02863,2,false
35,6239010113,0.125,0.02863,2,false
36,6239010113,0.125,0.02863,2,false
37,6239010113,0.125,0.02863,2,false
38,6239010113,0.125,0.02863,2,false
39,6239010113,0.125,0.02863,2,false
40,6239010113,0.125,0.02863,2,false
41,6239010113,0.125,0.02863,2,false
42,6239010113,0.125,0.02863,2,false
43,6239010113,0.125,0.02863,2,false
44,6239010113,0.125,0.02863,2,false
45,6239010113,0.125,0.02863,2,false
46,6239010113,0.125,0.02863,2,false
47,6239010113,0.125,0.02863,2,false
48,6239010113,0.125,0.02863,2,false
49,6239010113,0.125,0.02863,2,false
50,6239010113,0.125,0.02863,2,false
51,6239010113,0.125,0.02863,2,false
52,6239010113,0.125,0.02863,2,false
53,6239010113,0.125,0.02863,2,false
54,6239010113,0.125,0.02863,2,false
55,6239010113,0.125,0.02863,2,false
56,6239010113,0.125,0.02863,2,false
57,6239010113,0.125,0.02863,2,false
58,6239010113,0.125,0.02863,2,false
59,6239010113,0.125,0.02863,2,false
60,6239010113,0.125,0.02863,2,false
61,6239010113,0.125,0.02863,2,false
62,6239010113,0.125,0.02863,2,false
63,6239010113,0.125,0.02863,2,false
0,5880917954,0.3789,0.03265,1,false
0,5475732385,0.2529,0.03107,1,false
0,6290179067,0.25,0.09546,1,false
0,5307854452,0.2437,0.06213,1,false
1,5307854452,0.2437,0.06213,1,false
2,5307854452,0.2437,0.06213,1,false
3,5307854452,0.2437,0.06213,1,false
4,5307854452,0.2437,0.06213,1,false
0,6195330662,0.2312,0.03253,1,false
0,6158642491,0.2268,0.02939,1,false
0,5753380702,0.2251,0.03583,1,false
0,2861472345,0.2063,0.06921,1,false
1,2861472345,0.2063,0.06921,1,false
2,2861472345,0.2063,0.06921,1,false
3,2861472345,0.2063,0.06921,1,false
4,2861472345,0.2063,0.06921,1,false
0,4707865981,0.2063,0.06921,1,false
1,4707865981,0.2063,0.06921,1,false
2,4707865981,0.2063,0.06921,1,false
3,4707865981,0.2063,0.06921,1,false
4,4707865981,0.2063,0.06921,1,false
0,5993059517,0.2,0.04974,1,false
1,5993059517,0.2,0.04974,1,false
0,6257748110,0.1875,0.09937,1,false
1,6257748110,0.1875,0.09937,1,false
2,6257748110,0.1875,0.09937,1,false
3,6257748110,0.1875,0.09937,1,false
4,6257748110,0.1875,0.09937,1,false
5,6257748110,0.1875,0.09937,1,false
6,6257748110,0.1875,0.09937,1,false
