tid,jid,cpuReq,memReq,priority,couldCreateServer
2694,6388672237,0.0625,0.03961,0,true
2695,6388672237,0.0625,0.03961,0,true
2696,6388672237,0.0625,0.03961,0,true
2697,6388672237,0.0625,0.03961,0,true
2698,6388672237,0.0625,0.03961,0,true
2699,6388672237,0.0625,0.03961,0,true
2700,6388672237,0.0625,0.03961,0,true
2701,6388672237,0.0625,0.03961,0,true
2702,6388672237,0.0625,0.03961,0,true
2703,6388672237,0.0625,0.03961,0,true
2704,6388672237,0.0625,0.03961,0,true
2705,6388672237,0.0625,0.03961,0,true
2706,6388672237,0.0625,0.03961,0,true
2707,6388672237,0.0625,0.03961,0,true
2708,6388672237,0.0625,0.03961,0,true
2709,6388672237,0.0625,0.03961,0,true
2710,6388672237,0.0625,0.03961,0,true
2711,6388672237,0.0625,0.03961,0,true
2712,6388672237,0.0625,0.03961,0,true
2713,6388672237,0.0625,0.03961,0,true
2714,6388672237,0.0625,0.03961,0,true
2715,6388672237,0.0625,0.03961,0,true
2716,6388672237,0.0625,0.03961,0,true
2717,6388672237,0.0625,0.03961,0,true
2718,6388672237,0.0625,0.03961,0,true
2719,6388672237,0.0625,0.03961,0,true
2720,6388672237,0.0625,0.03961,0,true
2721,6388672237,0.0625,0.03961,0,true
2722,6388672237,0.0625,0.03961,0,true
2723,6388672237,0.0625,0.03961,0,true
2724,6388672237,0.0625,0.03961,0,true
2725,6388672237,0.0625,0.03961,0,true
2726,6388672237,0.0625,0.03961,0,true
2727,6388672237,0.0625,0.03961,0,true
2728,6388672237,0.0625,0.03961,0,true
2729,6388672237,0.0625,0.03961,0,true
2730,6388672237,0.0625,0.03961,0,true
2731,6388672237,0.0625,0.03961,0,true
2732,6388672237,0.0625,0.03961,0,true
2733,6388672237,0.0625,0.03961,0,true
2734,6388672237,0.0625,0.03961,0,true
2735,6388672237,0.0625,0.03961,0,true
2736,6388672237,0.0625,0.03961,0,true
2737,6388672237,0.0625,0.03961,0,true
2738,6388672237,0.0625,0.03961,0,true
2739,6388672237,0.0625,0.03961,0,true
2740,6388672237,0.0625,0.03961,0,true
2741,6388672237,0.0625,0.03961,0,true
2742,6388672237,0.0625,0.03961,0,true
2743,6388672237,0.0625,0.03961,0,true
2744,6388672237,0.0625,0.03961,0,true
2745,6388672237,0.0625,0.03961,0,true
2746,6388672237,0.0625,0.03961,0,true
2747,6388672237,0.0625,0.03961,0,true
2748,6388672237,0.0625,0.03961,0,true
2749,6388672237,0.0625,0.03961,0,true
2750,6388672237,0.0625,0.03961,0,true
2751,6388672237,0.0625,0.03961,0,true
2752,6388672237,0.0625,0.03961,0,true
2753,6388672237,0.0625,0.03961,0,true
2754,6388672237,0.0625,0.03961,0,true
2755,6388672237,0.0625,0.03961,0,true
2756,6388672237,0.0625,0.03961,0,true
2757,6388672237,0.0625,0.03961,0,true
2758,6388672237,0.0625,0.03961,0,true
2759,6388672237,0.0625,0.03961,0,true
2760,6388672237,0.0625,0.03961,0,true
2761,6388672237,0.0625,0.03961,0,true
2762,6388672237,0.0625,0.03961,0,true
2763,6388672237,0.0625,0.03961,0,true
2764,6388672237,0.0625,0.03961,0,true
2765,6388672237,0.0625,0.03961,0,true
2766,6388672237,0.0625,0.03961,0,true
2767,6388672237,0.0625,0.03961,0,true
2768,6388672237,0.0625,0.03961,0,true
2769,6388672237,0.0625,0.03961,0,true
2770,6388672237,0.0625,0.03961,0,true
2771,6388672237,0.0625,0.03961,0,true
2772,6388672237,0.0625,0.03961,0,true
2773,6388672237,0.0625,0.03961,0,true
2774,6388672237,0.0625,0.03961,0,true
2775,6388672237,0.0625,0.03961,0,true
2776,6388672237,0.0625,0.03961,0,true
2777,6388672237,0.0625,0.03961,0,true
2778,6388672237,0.0625,0.03961,0,true
2779,6388672237,0.0625,0.03961,0,true
2780,6388672237,0.0625,0.03961,0,true
2781,6388672237,0.0625,0.03961,0,true
2782,6388672237,0.0625,0.03961,0,true
2783,6388672237,0.0625,0.03961,0,true
2784,6388672237,0.0625,0.03961,0,true
2785,6388672237,0.0625,0.03961,0,true
2786,6388672237,0.0625,0.03961,0,true
2787,6388672237,0.0625,0.03961,0,true
2788,6388672237,0.0625,0.03961,0,true
2789,6388672237,0.0625,0.03961,0,true
2790,6388672237,0.0625,0.03961,0,true
2791,6388672237,0.0625,0.03961,0,true
2792,6388672237,0.0625,0.03961,0,true
2793,6388672237,0.0625,0.03961,0,true
2794,6388672237,0.0625,0.03961,0,true
2795,6388672237,0.0625,0.03961,0,true
2796,6388672237,0.0625,0.03961,0,true
2797,6388672237,0.0625,0.03961,0,true
2798,6388672237,0.0625,0.03961,0,true
2799,6388672237,0.0625,0.03961,0,true
2800,6388672237,0.0625,0.03961,0,true
2801,6388672237,0.0625,0.03961,0,true
2802,6388672237,0.0625,0.03961,0,true
2803,6388672237,0.0625,0.03961,0,true
2804,6388672237,0.0625,0.03961,0,true
2805,6388672237,0.0625,0.03961,0,true
2806,6388672237,0.0625,0.03961,0,true
2807,6388672237,0.0625,0.03961,0,true
2808,6388672237,0.0625,0.03961,0,true
2809,6388672237,0.0625,0.03961,0,true
2810,6388672237,0.0625,0.03961,0,true
2811,6388672237,0.0625,0.03961,0,true
2812,6388672237,0.0625,0.03961,0,true
2813,6388672237,0.0625,0.03961,0,true
2814,6388672237,0.0625,0.03961,0,true
2815,6388672237,0.0625,0.03961,0,true
2816,6388672237,0.0625,0.03961,0,true
2817,6388672237,0.0625,0.03961,0,true
2818,6388672237,0.0625,0.03961,0,true
2819,6388672237,0.0625,0.03961,0,true
2820,6388672237,0.0625,0.03961,0,true
2821,6388672237,0.0625,0.03961,0,true
2822,6388672237,0.0625,0.03961,0,true
2823,6388672237,0.0625,0.03961,0,true
2824,6388672237,0.0625,0.03961,0,true
2825,6388672237,0.0625,0.03961,0,true
2826,6388672237,0.0625,0.03961,0,true
2827,6388672237,0.0625,0.03961,0,true
2828,6388672237,0.0625,0.03961,0,true
2829,6388672237,0.0625,0.03961,0,true
2830,6388672237,0.0625,0.03961,0,true
2831,6388672237,0.0625,0.03961,0,true
2832,6388672237,0.0625,0.03961,0,true
2833,6388672237,0.0625,0.03961,0,true
2834,6388672237,0.0625,0.03961,0,true
2835,6388672237,0.0625,0.03961,0,true
2836,6388672237,0.0625,0.03961,0,true
2837,6388672237,0.0625,0.03961,0,true
2838,6388672237,0.0625,0.03961,0,true
2839,6388672237,0.0625,0.03961,0,true
2840,6388672237,0.0625,0.03961,0,true
2841,6388672237,0.0625,0.03961,0,true
2842,6388672237,0.0625,0.03961,0,true
2843,6388672237,0.0625,0.03961,0,true
2844,6388672237,0.0625,0.03961,0,true
2845,6388672237,0.0625,0.03961,0,true
2846,6388672237,0.0625,0.03961,0,true
2847,6388672237,0.0625,0.03961,0,true
2848,6388672237,0.0625,0.03961,0,true
2849,6388672237,0.0625,0.03961,0,true
2850,6388672237,0.0625,0.03961,0,true
2851,6388672237,0.0625,0.03961,0,true
2852,6388672237,0.0625,0.03961,0,true
2853,6388672237,0.0625,0.03961,0,true
2854,6388672237,0.0625,0.03961,0,true
2855,6388672237,0.0625,0.03961,0,true
2856,6388672237,0.0625,0.03961,0,true
2857,6388672237,0.0625,0.03961,0,true
2858,6388672237,0.0625,0.03961,0,true
2859,6388672237,0.0625,0.03961,0,true
2860,6388672237,0.0625,0.03961,0,true
2861,6388672237,0.0625,0.03961,0,true
2862,6388672237,0.0625,0.03961,0,true
2863,6388672237,0.0625,0.03961,0,true
2864,6388672237,0.0625,0.03961,0,true
2865,6388672237,0.0625,0.03961,0,true
