hostId,cpuCapacity,freeCpu,memCapacity,freeMem
5,0.5,2.18E-4,0.2493,0.001476
6,0.5,0.00943,0.2493,3.32E-4
7,0.5,0.00289,0.2493,0.00327
10,0.5,0.159406,0.2493,6.18E-4
13,0.5,0.22833,0.2493,5.1E-5
14,0.5,0.252632,0.2493,5.61E-4
19,0.5,6.2E-4,0.2493,0.002046
21,0.5,0.031356,0.2493,1.966E-4
23,0.5,0.07218,0.2493,0.00185
25,0.5,0.018754,0.2493,2.356E-4
26,0.5,0.24707,0.2493,0.00186
27,0.5,0.00859,0.2493,4.14E-4
28,0.5,0.1517753,0.2493,3.38E-4
36,0.5,6.59E-5,0.2493,0.003998
37,0.5,6.23E-4,0.2493,0.017534
38,0.5,0.061782,0.2493,0.001036
39,0.5,0.13921,0.2493,5.23E-4
41,0.5,0.006972,0.2493,5.12E-4
43,0.5,0.003112,0.2493,0.0022
45,0.5,0.17249,0.2493,0.00144
46,0.5,0.31735,0.2493,5.5E-4
49,0.5,0.12707,0.2493,4.55E-4
52,0.5,1.4E-5,0.2493,0.053553
54,0.5,0.030014,0.2493,1.596E-4
56,0.5,0.06506,0.2493,0.00253
60,0.5,0.034322,0.2493,1.05E-4
61,0.5,0.00623,0.2493,0.06779
62,0.5,0.09301,0.2493,8.13E-4
63,0.5,0.06255,0.2493,3.65E-4
67,0.5,0.001356,0.2493,4.32E-4
68,0.5,0.185836,0.2493,0.001538
72,0.5,0.181252,0.2493,0.001749
73,0.5,0.18146,0.2493,0.001813
74,0.5,0.0018,0.2493,0.00123
75,0.5,0.09032,0.2493,7.08E-4
121306,0.5,0.106352,0.2493,0.002991
243096,0.5,0.18653,0.2493,5.23E-4
381113,0.5,2.753E-4,0.4995,0.009313
381126,0.5,0.0625,0.4995,2.1E-4
381128,0.5,0.0026573,0.4995,0.11256
381129,0.5,0.00341,0.4995,0.10804
381133,0.5,0.00551,0.4995,0.17153
381139,0.5,8.2E-4,0.4995,0.05386
381227,0.5,0.00112,0.4995,0.21403
381233,0.5,0.0013066,0.4995,0.001382
381234,0.5,5.824E-4,0.4995,0.003266
381235,0.5,0.0,0.4995,0.00919
381236,0.5,0.001668,0.4995,0.132131
381352,0.5,0.0,0.4995,0.00919
381361,0.5,0.075553,0.2493,0.001664
381364,0.5,0.00108,0.4995,0.14967
381365,0.5,2.4E-4,0.4995,0.19779
381368,0.5,0.00426,0.4995,0.08779
381369,0.5,6.8E-4,0.4995,0.14354
381370,0.5,0.00336,0.4995,0.07811
381371,0.5,0.006176,0.4995,3.87E-4
381374,0.5,0.016318,0.4995,1.93E-4
381378,0.5,0.001757,0.4995,0.080018
381381,0.5,1.63E-4,0.4995,0.003404
381384,0.5,0.00334,0.4995,0.218113
381386,0.5,2.5E-4,0.4995,0.002691
381389,0.5,2.11E-4,0.4995,0.176934
410692,0.5,0.00298,0.4995,0.136867
410695,0.5,8.96E-4,0.4995,3.0E-5
418535,0.5,0.12924,0.4995,0.00215
418536,0.5,0.00287,0.4995,0.07012
418547,0.5,5.0E-5,0.4995,0.0642
418548,0.5,7.02E-4,0.4995,0.061924
418549,0.5,4.85E-4,0.4995,5.38E-4
418551,0.5,2.365E-4,0.4995,0.010915
418552,0.5,0.002533,0.4995,0.07329
418559,0.5,0.00537,0.4995,0.2033
418560,0.5,0.003392,0.4995,0.061295
418561,0.5,2.479E-4,0.4995,0.002252
418562,0.5,0.0013863,0.4995,0.242372
418564,0.5,0.0652073,0.4995,0.002777
418565,0.5,0.001112,0.4995,0.223615
418566,0.5,3.2E-4,0.4995,0.06339
418570,0.5,0.003138,0.4995,0.103626
418572,0.5,9.53E-5,0.4995,0.038707
418574,0.5,0.005,0.4995,0.144461
418581,0.5,3.853E-4,0.4995,0.012747
418583,0.5,4.899E-4,0.4995,4.89E-4
418584,0.5,0.00333,0.4995,0.104031
418585,0.5,0.17361,0.4995,0.0026
418586,0.5,1.6E-6,0.4995,0.112278
418588,0.5,3.6E-4,0.4995,0.0974
418589,0.5,0.0016853,0.4995,0.00295
418689,0.5,0.00247,0.4995,0.053993
418690,0.5,0.002542,0.4995,0.08076
418691,0.5,0.0,0.4995,0.00328
418695,0.5,0.0017633,0.4995,0.097203
418697,0.5,0.00341,0.4995,0.13794
418708,0.5,8.5E-4,0.4995,0.06356
421565,0.5,0.003148,0.4995,0.003069
421569,0.5,0.001011,0.4995,0.1715
421571,0.5,1.6E-4,0.4995,0.064434
421574,0.5,0.05939,0.4995,2.31E-4
421578,0.5,0.00514,0.4995,0.260033
421587,0.5,5.36E-4,0.4995,0.062313
421592,0.5,0.0,0.4995,0.00919
421593,0.5,0.00548,0.4995,0.00358
422053,0.5,0.002252,0.4995,0.087095
422055,0.5,7.72E-4,0.4995,0.286739
422069,0.5,6.218E-4,0.4995,0.005782
422080,0.5,0.002542,0.4995,0.22234
422082,0.5,0.00335,0.4995,0.15932
422084,0.5,3.0E-4,0.4995,0.171373
422087,0.5,0.11056,0.4995,0.001743
422090,0.5,0.00595,0.4995,0.1419
422091,0.5,5.246E-4,0.4995,0.034717
450799,0.5,5.6E-4,0.4995,0.162152
485231,0.5,6.2E-4,0.4995,0.038563
485241,0.5,0.0025263,0.4995,0.002302
486699,0.5,5.336E-4,0.4995,0.017081
486702,0.5,0.00476,0.4995,0.14843
486703,0.5,0.0,0.4995,0.00919
