tid,jid,cpuReq,memReq,priority,couldCreateServer
1091,6176871439,0.01874,0.003887,1,false
1092,6176871439,0.01874,0.003887,1,false
1093,6176871439,0.01874,0.003887,1,false
1094,6176871439,0.01874,0.003887,1,false
1095,6176871439,0.01874,0.003887,1,false
1096,6176871439,0.01874,0.003887,1,false
1097,6176871439,0.01874,0.003887,1,false
1098,6176871439,0.01874,0.003887,1,false
1099,6176871439,0.01874,0.003887,1,false
1100,6176871439,0.01874,0.003887,1,false
1101,6176871439,0.01874,0.003887,1,false
1102,6176871439,0.01874,0.003887,1,false
1103,6176871439,0.01874,0.003887,1,false
1104,6176871439,0.01874,0.003887,1,false
1105,6176871439,0.01874,0.003887,1,false
1106,6176871439,0.01874,0.003887,1,false
1107,6176871439,0.01874,0.003887,1,false
1108,6176871439,0.01874,0.003887,1,false
1109,6176871439,0.01874,0.003887,1,false
1110,6176871439,0.01874,0.003887,1,false
1111,6176871439,0.01874,0.003887,1,false
1112,6176871439,0.01874,0.003887,1,false
1113,6176871439,0.01874,0.003887,1,false
1114,6176871439,0.01874,0.003887,1,false
1115,6176871439,0.01874,0.003887,1,false
1116,6176871439,0.01874,0.003887,1,false
1117,6176871439,0.01874,0.003887,1,false
1118,6176871439,0.01874,0.003887,1,false
1119,6176871439,0.01874,0.003887,1,false
1120,6176871439,0.01874,0.003887,1,false
1121,6176871439,0.01874,0.003887,1,false
1122,6176871439,0.01874,0.003887,1,false
1123,6176871439,0.01874,0.003887,1,false
1124,6176871439,0.01874,0.003887,1,false
1125,6176871439,0.01874,0.003887,1,false
1126,6176871439,0.01874,0.003887,1,false
1127,6176871439,0.01874,0.003887,1,false
1128,6176871439,0.01874,0.003887,1,false
1129,6176871439,0.01874,0.003887,1,false
1130,6176871439,0.01874,0.003887,1,false
1131,6176871439,0.01874,0.003887,1,false
1132,6176871439,0.01874,0.003887,1,false
1133,6176871439,0.01874,0.003887,1,false
1134,6176871439,0.01874,0.003887,1,false
1135,6176871439,0.01874,0.003887,1,false
1136,6176871439,0.01874,0.003887,1,false
1137,6176871439,0.01874,0.003887,1,false
1138,6176871439,0.01874,0.003887,1,false
1139,6176871439,0.01874,0.003887,1,false
1140,6176871439,0.01874,0.003887,1,false
1141,6176871439,0.01874,0.003887,1,false
1142,6176871439,0.01874,0.003887,1,false
1143,6176871439,0.01874,0.003887,1,false
1144,6176871439,0.01874,0.003887,1,false
1145,6176871439,0.01874,0.003887,1,false
1146,6176871439,0.01874,0.003887,1,false
1147,6176871439,0.01874,0.003887,1,false
1148,6176871439,0.01874,0.003887,1,false
1149,6176871439,0.01874,0.003887,1,false
1150,6176871439,0.01874,0.003887,1,false
1151,6176871439,0.01874,0.003887,1,false
1152,6176871439,0.01874,0.003887,1,false
1153,6176871439,0.01874,0.003887,1,false
1154,6176871439,0.01874,0.003887,1,false
1155,6176871439,0.01874,0.003887,1,false
1156,6176871439,0.01874,0.003887,1,false
1157,6176871439,0.01874,0.003887,1,false
1158,6176871439,0.01874,0.003887,1,false
1159,6176871439,0.01874,0.003887,1,false
1160,6176871439,0.01874,0.003887,1,false
1161,6176871439,0.01874,0.003887,1,false
1162,6176871439,0.01874,0.003887,1,false
1163,6176871439,0.01874,0.003887,1,false
1164,6176871439,0.01874,0.003887,1,false
1165,6176871439,0.01874,0.003887,1,false
1166,6176871439,0.01874,0.003887,1,false
1167,6176871439,0.01874,0.003887,1,false
1168,6176871439,0.01874,0.003887,1,false
1169,6176871439,0.01874,0.003887,1,false
1170,6176871439,0.01874,0.003887,1,false
1171,6176871439,0.01874,0.003887,1,false
1172,6176871439,0.01874,0.003887,1,false
1173,6176871439,0.01874,0.003887,1,false
1174,6176871439,0.01874,0.003887,1,false
1175,6176871439,0.01874,0.003887,1,false
1176,6176871439,0.01874,0.003887,1,false
1177,6176871439,0.01874,0.003887,1,false
1178,6176871439,0.01874,0.003887,1,false
1179,6176871439,0.01874,0.003887,1,false
1180,6176871439,0.01874,0.003887,1,false
1181,6176871439,0.01874,0.003887,1,false
1182,6176871439,0.01874,0.003887,1,false
1183,6176871439,0.01874,0.003887,1,false
1184,6176871439,0.01874,0.003887,1,false
1185,6176871439,0.01874,0.003887,1,false
1186,6176871439,0.01874,0.003887,1,false
1187,6176871439,0.01874,0.003887,1,false
1188,6176871439,0.01874,0.003887,1,false
1189,6176871439,0.01874,0.003887,1,false
1190,6176871439,0.01874,0.003887,1,false
1191,6176871439,0.01874,0.003887,1,false
1192,6176871439,0.01874,0.003887,1,false
1193,6176871439,0.01874,0.003887,1,false
1194,6176871439,0.01874,0.003887,1,false
1195,6176871439,0.01874,0.003887,1,false
1196,6176871439,0.01874,0.003887,1,false
1197,6176871439,0.01874,0.003887,1,false
1198,6176871439,0.01874,0.003887,1,false
1199,6176871439,0.01874,0.003887,1,false
1200,6176871439,0.01874,0.003887,1,false
1201,6176871439,0.01874,0.003887,1,false
1202,6176871439,0.01874,0.003887,1,false
1203,6176871439,0.01874,0.003887,1,false
1204,6176871439,0.01874,0.003887,1,false
1205,6176871439,0.01874,0.003887,1,false
1206,6176871439,0.01874,0.003887,1,false
1207,6176871439,0.01874,0.003887,1,false
1208,6176871439,0.01874,0.003887,1,false
1209,6176871439,0.01874,0.003887,1,false
1210,6176871439,0.01874,0.003887,1,false
1211,6176871439,0.01874,0.003887,1,false
1212,6176871439,0.01874,0.003887,1,false
1213,6176871439,0.01874,0.003887,1,false
1214,6176871439,0.01874,0.003887,1,false
1215,6176871439,0.01874,0.003887,1,false
