hostId,cpuCapacity,freeCpu,memCapacity,freeMem
5,0.5,0.2156,0.2493,0.0012
6,0.5,0.193762,0.2493,0.002945
7,0.5,0.18127,0.2493,0.002076
10,0.5,0.00375,0.2493,0.00238
13,0.5,0.06982,0.2493,0.001769
14,0.5,0.045078,0.2493,0.001537
19,0.5,0.0361273,0.2493,0.001775
21,0.5,0.090654,0.2493,0.0010356
23,0.5,1.2E-5,0.2493,0.003924
25,0.5,0.0055673,0.2493,0.015606
26,0.5,0.128649,0.2493,0.001052
27,0.5,0.217188,0.2493,0.002083
28,0.5,0.05558,0.2493,4.7E-4
36,0.5,0.04935,0.2493,1.93E-4
37,0.5,0.0431353,0.2493,0.001152
38,0.5,0.10933,0.2493,0.002236
39,0.5,0.23438,0.2493,0.00187
41,0.5,0.1874853,0.2493,2.682E-4
43,0.5,0.13525,0.2493,9.07E-4
45,0.5,0.006216,0.2493,0.046031
46,0.5,0.008104,0.2493,0.002228
49,0.5,6.126E-4,0.2493,0.002301
52,0.5,0.1774993,0.2493,5.85E-4
54,0.5,0.0025953,0.2493,0.00293
56,0.5,0.10943,0.2493,0.001817
60,0.5,0.025612,0.2493,3.096E-4
61,0.5,0.16876,0.2493,3.61E-4
62,0.5,0.177446,0.2493,2.0E-6
63,0.5,0.0,0.2493,0.004092
67,0.5,0.07326,0.2493,0.002546
68,0.5,0.10626,0.2493,5.23E-4
72,0.5,0.24878,0.2493,0.001354
73,0.5,0.18127,0.2493,0.002076
74,0.5,0.00124,0.2493,0.083053
75,0.5,0.25,0.2493,0.00187
121306,0.5,0.08129,0.2493,0.002736
243096,0.5,0.0025953,0.2493,0.00293
381113,0.5,0.0056653,0.4995,0.19602
381126,0.5,6.42E-4,0.4995,0.23208
381128,0.5,0.0021153,0.4995,0.206172
381129,0.5,0.12985,0.4995,0.0026
381133,0.5,3.53E-5,0.4995,0.013425
381139,0.5,0.003138,0.4995,0.194842
381227,0.5,0.12985,0.4995,0.0026
381233,0.5,5.393E-4,0.4995,4.67E-4
381234,0.5,6.63E-5,0.4995,0.02221
381235,0.5,0.00621,0.4995,0.26592
381236,0.5,0.00275,0.4995,0.062
381352,0.5,6.453E-4,0.4995,0.00322
381361,0.5,0.00309,0.2493,0.02939
381364,0.5,3.2E-5,0.4995,0.204896
381365,0.5,3.12E-5,0.4995,0.01827
381368,0.5,0.0023626,0.4995,0.026644
381369,0.5,0.00308,0.4995,0.059144
381370,0.5,0.00123,0.4995,0.122191
381371,0.5,0.0,0.4995,0.21448
381374,0.5,1.2E-5,0.4995,0.15644
381378,0.5,1.52E-4,0.4995,0.0108128
381381,0.5,0.00245,0.4995,2.9E-4
381384,0.5,0.003194,0.4995,0.118015
381386,0.5,4.9E-4,0.4995,0.03238
381389,0.5,6.7E-5,0.4995,0.270034
410692,0.5,0.0025573,0.4995,8.1E-4
410695,0.5,0.0,0.4995,0.00919
418535,0.5,0.0,0.4995,0.21448
418536,0.5,0.0013879,0.4995,0.020131
418547,0.5,0.001716,0.4995,0.176963
418548,0.5,1.0E-5,0.4995,0.147348
418549,0.5,0.004364,0.4995,0.292771
418551,0.5,0.004364,0.4995,0.292771
418552,0.5,0.0625,0.4995,2.1E-4
418559,0.5,0.00621,0.4995,0.26592
418560,0.5,0.01181,0.4995,5.28E-4
418561,0.5,0.005592,0.4995,0.00274
418562,0.5,0.0024238,0.4995,0.027883
418564,0.5,0.0,0.4995,0.00919
418565,0.5,5.9E-4,0.4995,0.066148
418566,0.5,0.0049853,0.4995,0.018327
418570,0.5,0.001882,0.4995,0.001283
418572,0.5,3.2E-5,0.4995,0.293433
418574,0.5,6.1E-4,0.4995,0.04234
418581,0.5,0.00507,0.4995,0.163925
418583,0.5,3.2E-5,0.4995,0.185403
418584,0.5,1.4E-5,0.4995,0.005885
418585,0.5,0.0,0.4995,0.124143
418586,0.5,6.42E-4,0.4995,0.17298
418588,0.5,0.0025093,0.4995,0.197349
418589,0.5,0.00308,0.4995,0.118163
418689,0.5,0.005562,0.4995,0.177053
418690,0.5,0.001812,0.4995,0.078168
418691,0.5,0.00317,0.4995,5.09E-4
418695,0.5,0.003152,0.4995,0.11986
418697,0.5,5.453E-4,0.4995,0.269488
418708,0.5,0.0031212,0.4995,0.009771
421565,0.5,0.0,0.4995,0.225553
421569,0.5,5.503E-4,0.4995,0.016807
421571,0.5,0.00297,0.4995,3.74E-4
421574,0.5,0.0,0.4995,0.19093
421578,0.5,0.0037783,0.4995,0.216093
421587,0.5,0.0058,0.4995,0.37219
421592,0.5,0.0087753,0.4995,0.001122
421593,0.5,3.2E-5,0.4995,0.2232
422053,0.5,8.48E-4,0.4995,0.218771
422055,0.5,5.903E-4,0.4995,0.002291
422069,0.5,0.0025,0.4995,0.077136
422080,0.5,0.00366,0.4995,0.00185
422082,0.5,0.0024652,0.4995,8.3E-4
422084,0.5,7.12E-4,0.4995,0.13285
422087,0.5,0.02431,0.4995,4.03E-4
422090,0.5,0.0014306,0.4995,0.00133
422091,0.5,0.003152,0.4995,0.059803
450799,0.5,0.006212,0.4995,0.277771
485231,0.5,6.679E-4,0.4995,0.021381
485241,0.5,0.015648,0.4995,2.08E-5
486699,0.5,0.0,0.4995,0.38371
486702,0.5,0.1806273,0.4995,6.34E-4
486703,0.5,0.0,0.4995,0.056021
486704,0.5,0.0024293,0.4995,0.0018968
486707,0.5,0.002622,0.4995,0.189572
486711,0.5,1.4E-5,0.4995,0.0145
486805,0.5,0.00377,0.4995,0.123986
486816,0.5,0.0244093,0.4995,6.77E-4
486820,0.5,0.12985,0.4995,0.0026
486821,0.5,0.0028732,0.4995,4.83E-4
486826,0.5,2.8E-5,0.4995,0.285413
486827,0.5,0.0017426,0.4995,0.002651
486956,0.5,0.00621,0.4995,0.26592
486957,0.5,0.00436,0.4995,0.132893
486958,0.5,0.002193,0.4995,0.003032
486959,0.5,0.0043973,0.4995,0.044107
486961,0.5,0.0017663,0.4995,0.002621
487295,0.5,0.0,0.4995,0.00919
487385,0.5,5.23E-5,0.4995,0.0123538
487386,0.5,0.002542,0.4995,0.2133
487390,0.5,0.00146,0.4995,0.306523
487391,0.5,5.848E-4,0.4995,0.013756
487397,0.5,0.0442653,0.4995,0.001819
487399,0.5,5.6E-4,0.4995,2.5E-4
487402,0.5,0.00404,0.4995,0.00659
487403,0.5,0.00586,0.4995,0.158138
487404,0.5,0.00936,0.4995,3.68E-4
487407,0.5,0.002002,0.4995,0.12614
487411,0.5,0.00621,0.4995,0.26592
487414,0.5,0.0,0.4995,0.00919
487535,0.5,0.12985,0.4995,0.0026
487538,0.5,0.0018963,0.4995,0.001071
487541,0.5,0.003092,0.4995,0.290408
487545,0.5,0.0037253,0.4995,0.021607
487547,0.5,0.0025273,0.4995,0.02084
487548,0.5,0.0044653,0.4995,0.010631
495767,0.5,0.0,0.4995,0.3489
514995,0.5,0.002692,0.4995,0.003493
514996,0.5,5.473E-4,0.4995,0.009867
567335,0.5,0.0055953,0.4995,0.003143
567336,0.5,0.0028965,0.4995,0.020985
567341,0.5,0.002754,0.4995,0.127785
567345,0.5,3.2E-5,0.4995,0.253931
567348,0.5,6.573E-4,0.4995,5.05E-4
567376,0.5,0.004982,0.4995,0.06159
567377,0.5,6.553E-4,0.4995,4.58E-4
567382,0.5,0.0,0.4995,0.15748
567383,0.5,0.004822,0.4995,0.093983
567596,0.5,0.00311,0.4995,0.325104
567597,0.5,0.0045653,0.4995,6.3E-4
567599,0.5,4.22E-4,0.4995,0.014798
567601,0.5,0.12985,0.4995,0.0026
567604,0.5,0.0,0.4995,0.115401
567608,0.5,1.458E-4,0.4995,0.005885
567610,0.5,0.12985,0.4995,0.0026
567611,0.5,0.005754,0.4995,0.0020188
567616,0.5,0.004982,0.4995,3.15E-4
567617,0.5,0.00317,0.4995,0.07137
567618,0.5,0.00935,0.4995,1.7E-4
567624,0.5,1.53E-5,0.4995,5.63E-4
567626,0.5,0.0,0.4995,0.00919
567748,0.5,0.12985,0.4995,0.0026
567752,0.5,0.006216,0.4995,0.003036
567756,0.5,0.02246,0.4995,0.00137
567757,0.5,0.002722,0.4995,0.069747
567763,0.5,0.00303,0.4995,0.07449
567764,0.5,0.01375,0.4995,3.71E-4
567769,0.5,6.1E-4,0.4995,0.09539
567777,0.5,0.0,0.4995,0.31652
567780,0.5,6.073E-4,0.4995,0.022801
567782,0.5,0.0052,0.4995,0.093493
567783,0.5,0.0014406,0.4995,8.29E-4
567790,0.5,0.0036453,0.4995,0.129359
567902,0.5,0.005612,0.4995,0.082403
567907,0.5,0.002405,0.4995,0.002257
567909,0.5,0.19235,0.4995,0.0024
567910,0.5,0.0,0.4995,0.00919
567917,0.5,0.004372,0.4995,0.082651
