tasks prod nonprod.tasks total.cpu total.mem nTasks cpu.request mem.request pendingFraction cpuOnQueue memOnQueue
-3243 238 -3481 367.0672886 763.9143324 0 0 0 -0.0247861876046133 0.0448474453879955 0.108123768177439
-4089 238 -4327 350.01578 214.51682594 0 0 0 -0.0368268893031801 0.047351859333064 0.0442108728235204
7280 238 7042 462.3656493 294.06436658 0 0 0 0.052109056811756 0.0577202123368959 0.052042238204046
-759 238 -997 374.774042 229.25702484 0 0 0 -0.00634694986829451 0.0511735093962067 0.045463884955364
7292 238 7054 478.390076 386.64162284 0 0 0 0.0587093917314118 0.0647294249465364 0.0706797624578493
-1405 238 -1643 381.7472743 968.651978200001 0 0 0 -0.0100653351290942 0.0468774749683763 0.136846776648318
1761 237 1524 442.665529 287.697164579999 0 0 0 0.0131524897117805 0.0562773501204717 0.050206479341442
2608 238 2370 317.115679 256.8527113 0 0 0 0.0212793733681462 0.0458941268361222 0.0502864615886348
-4663 238 -4901 410.964093000001 794.793653300002 0 0 0 -0.0316210626250297 0.0513311049166978 0.11264197803091
145 238 -93 375.871984 336.2316797 0 0 0 0.00137565936776593 0.0556665389467538 0.0693801046999405
-3172 238 -3410 323.773968 219.84244544 0 0 0 -0.0256277671848237 0.046084001909048 0.042203268115484
-6186 238 -6424 430.239704 327.175271580001 0 0 0 -0.0478677716646935 0.0541527014560073 0.0469919073762068
-351 238 -589 388.173073 397.66198784 0 0 0 -0.00260952961555905 0.053047047972435 0.0699492989195402
2013 238 1775 369.984197 246.4046245 0 0 0 0.0156881999485633 0.0530528450239669 0.046435784759618
4551 238 4313 475.107656 509.16714444 0 0 0 0.0387105005741505 0.068208912798707 0.0899517303567201
2308 238 2070 431.699514 450.6096252 0 0 0 0.0189163272163985 0.0591123736974848 0.0794354133505889
470 237 233 413.162574 390.76423264 0 0 0 0.00375663405588592 0.0566565288205591 0.0732567968857426
4536 238 4298 314.57983 188.277506 0 0 0 0.0380885205431141 0.0484723560269259 0.0384716270249046
7406 238 7168 535.061419 585.22107504 0 0 0 0.0572325002704749 0.0731191625897006 0.0975128237700674
1759 238 1521 473.128529 449.07797844 0 0 0 0.014358949241645 0.0660541897946138 0.0832431181123937
1552 238 1314 409.851966 290.52361064 0 0 0 0.0129255779865414 0.0585932322904178 0.0561425507169204
227 238 -11 482.2711336 266.11317638 0 0 0 0.00140369536718693 0.0560473203812085 0.0409359714245414
-1238 238 -1476 390.358398 176.15921044 0 0 0 -0.0103913981382778 0.0544098198531778 0.035065101882925
-15417 238 -15655 399.9845561 157.63986824 0 0 0 -0.128672297522868 0.0587997768116672 0.0313321373072247
-16126 238 -16364 310.8822976 -0.297228620000169 0 0 0 -0.112882903063225 0.0374989335696871 -4.9183670813413e-05
-7063 238 -7301 506.491624699999 437.4795105 0 0 0 -0.0432376509767192 0.062264222782669 0.0607967541688594
-399 238 -637 412.919577 204.26724164 0 0 0 -0.00352657303718371 0.059479210271059 0.0402888180126234
-3266 238 -3504 471.7935718 679.754521 0 0 0 -0.0236045763679597 0.0615933036782622 0.104649130134464
